"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,1.3134e-06,0,200,2,1.2624,27,27
3,1.3134e-06,1,200,3,1.2624,0,0
3,0.00038039,2,200,2,0.11955,21,21
3,0.00038039,3,200,1,0.11955,13,13
3,2.8384e-06,4,200,2,0.83686,7,15
3,2.8384e-06,5,200,1,0.83686,1,5
3,8.1159e-05,6,200,2,0.051895,29,29
3,8.1159e-05,7,200,1,0.051895,23,23
3,5.535e-05,8,200,2,0.054347,25,25
3,5.535e-05,9,200,1,0.054347,19,19
3,6.5065e-06,10,200,2,0.83692,15,7
3,6.5065e-06,11,200,1,0.83692,5,1
3,3.8784e-05,12,200,2,0.061887,9,17
3,3.8784e-05,13,200,1,0.061887,3,11
3,4.1184e-05,14,200,2,0.061851,17,9
3,4.1184e-05,15,200,1,0.061851,11,3
