"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,1.621e-07,0,200,2,1.262,27,27
3,1.621e-07,1,200,3,1.262,0,0
3,4.6959e-05,2,200,2,0.12023,21,21
3,4.6959e-05,3,200,1,0.12023,13,13
3,3.5036e-07,4,200,2,0.83727,15,15
3,3.5036e-07,5,200,1,0.83727,5,5
3,1.0019e-05,6,200,2,0.056241,29,29
3,1.0019e-05,7,200,1,0.056241,23,23
3,6.8328e-06,8,200,2,0.057448,25,25
3,6.8328e-06,9,200,1,0.057448,19,19
3,8.033e-07,10,200,2,0.83766,7,7
3,8.033e-07,11,200,1,0.83766,1,1
3,4.7878e-06,12,200,2,0.060313,17,17
3,4.7878e-06,13,200,1,0.060313,11,11
3,5.084e-06,14,200,2,0.060275,9,9
3,5.084e-06,15,200,1,0.060275,3,3
