"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,1.1419e-06,0,200,2,1.2924,13,13
3,1.1419e-06,1,200,3,1.2924,0,0
3,0.00019414,2,200,2,0.19037,19,19
3,0.00019414,3,200,1,0.19037,7,7
3,5.6135e-09,4,200,2,0.85595,5,5
3,5.6135e-09,5,200,1,0.85595,1,1
3,1.4197e-08,6,200,2,0.85586,9,9
3,1.4197e-08,7,200,1,0.85586,3,3
3,6.8306e-05,8,200,2,0.14609,17,17
3,6.8306e-05,9,200,1,0.14609,11,11
3,0.0011311,10,200,2,0.12889,21,21
3,0.0011311,11,200,1,0.12889,15,15
