"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,8.8915e-07,0,200,2,1.2923,13,13
3,8.8915e-07,1,200,3,1.2923,0,0
3,0.00015115,2,200,2,0.18895,19,19
3,0.00015115,3,200,1,0.18895,7,7
3,4.3695e-09,4,200,2,0.85591,5,5
3,4.3695e-09,5,200,1,0.85591,1,1
3,1.1055e-08,6,200,2,0.85581,9,9
3,1.1055e-08,7,200,1,0.85581,3,3
3,5.318e-05,8,200,2,0.14489,17,17
3,5.318e-05,9,200,1,0.14489,11,11
3,0.00088058,10,200,2,0.12801,21,21
3,0.00088058,11,200,1,0.12801,15,15
