"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,2.2762e-06,0,200,2,1.2942,13,13
3,2.2762e-06,1,200,3,1.2942,0,0
3,0.00038693,2,200,2,0.23214,19,19
3,0.00038693,3,200,1,0.23214,7,7
3,1.1181e-08,4,200,2,0.85735,5,9
3,1.1181e-08,5,200,1,0.85735,1,3
3,2.8293e-08,6,200,2,0.85735,9,5
3,2.8293e-08,7,200,1,0.85735,3,1
3,0.00013614,8,200,2,0.18164,17,17
3,0.00013614,9,200,1,0.18164,11,11
3,0.0022543,10,200,2,0.15435,21,21
3,0.0022543,11,200,1,0.15435,15,15
