"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,1.422e-06,0,200,2,1.2624,19,19
3,1.422e-06,1,200,3,1.2624,0,0
3,0.00041186,2,200,2,0.11951,13,13
3,0.00041186,3,200,1,0.11951,7,7
3,3.0731e-06,4,200,2,0.83683,5,9
3,3.0731e-06,5,200,1,0.83683,1,3
3,8.7872e-05,6,200,2,0.051623,21,21
3,8.7872e-05,7,200,1,0.051623,15,15
3,5.9928e-05,8,200,2,0.054153,17,17
3,5.9928e-05,9,200,1,0.054153,11,11
3,7.0447e-06,10,200,2,0.83687,9,5
3,7.0447e-06,11,200,1,0.83687,3,1
