"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,2.0174e-07,0,200,2,1.2632,19,19
3,2.0174e-07,1,200,3,1.2632,0,0
3,5.842e-05,2,200,2,0.11817,13,13
3,5.842e-05,3,200,1,0.11817,7,7
3,4.3592e-07,4,200,2,0.83602,5,5
3,4.3592e-07,5,200,1,0.83602,1,1
3,1.2464e-05,6,200,2,0.043114,21,21
3,1.2464e-05,7,200,1,0.043114,15,15
3,8.5007e-06,8,200,2,0.04808,17,17
3,8.5007e-06,9,200,1,0.04808,11,11
3,9.9932e-07,10,200,2,0.8354,9,9
3,9.9932e-07,11,200,1,0.8354,3,3
