"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,7.5067e-07,0,200,2,0.73892,39,39
3,7.5067e-07,1,200,3,0.73892,0,0
3,5.3179e-05,2,200,2,0.17363,17,17
3,5.3179e-05,3,200,1,0.17363,11,11
3,0.00012107,4,200,2,0.069025,41,41
3,0.00012107,5,200,1,0.069025,35,35
3,0.0001778,6,200,2,0.080705,25,25
3,0.0001778,7,200,1,0.080705,19,19
3,0.00014977,8,200,2,0.14013,21,21
3,0.00014977,9,200,1,0.14013,15,15
3,0.00048751,10,200,2,0.30887,9,5
3,0.00048751,11,200,1,0.30887,3,1
3,6.8958e-05,12,200,2,0.11022,37,37
3,6.8958e-05,13,200,1,0.11022,31,31
3,3.9124e-05,14,200,2,0.096481,33,33
3,3.9124e-05,15,200,1,0.096481,27,27
3,0.0001059,16,200,2,0.12614,29,29
3,0.0001059,17,200,1,0.12614,23,23
3,0.00040173,18,200,2,0.29623,13,13
3,0.00040173,19,200,1,0.29623,7,7
3,0.00026666,20,200,2,0.11368,5,9
3,0.00026666,21,200,1,0.11368,1,3
