"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,7.8409e-07,0,200,2,0.74307,43,43
3,7.8409e-07,1,200,3,0.74307,0,0
3,0.00034232,2,200,2,0.29257,9,9
3,0.00034232,3,200,1,0.29257,3,3
3,0.00083496,4,200,2,0.10844,37,41
3,0.00083496,5,200,1,0.10844,31,35
3,0.00090899,6,200,2,0.089576,41,37
3,0.00090899,7,200,1,0.089576,35,31
3,0.00010201,8,200,2,0.1449,25,25
3,0.00010201,9,200,1,0.1449,19,19
3,0.0003851,10,200,2,0.18855,21,21
3,0.0003851,11,200,1,0.18855,15,15
3,0.00026402,12,200,2,0.11486,5,5
3,0.00026402,13,200,1,0.11486,1,1
3,7.214e-06,14,200,2,0.27895,13,17
3,7.214e-06,15,200,1,0.27895,7,11
3,0.0001039,16,200,2,0.06568,17,13
3,0.0001039,17,200,1,0.06568,11,7
3,0.0001238,18,200,2,0.087266,45,45
3,0.0001238,19,200,1,0.087266,39,39
3,0.00043752,20,200,2,0.11456,33,33
3,0.00043752,21,200,1,0.11456,27,27
3,0.00032552,22,200,2,0.092191,29,29
3,0.00032552,23,200,1,0.092191,23,23
