"BranchNodeID","ClusterID","CriticalType","NodeId","PercentMatchNode","Persistence","Scalar","TreeID","VertexId","isDummyNode","isImportantPair"
0,0,3,0,200,1.2629,1.2633,0,8145,0,1
1,0,1,2,200,0.83634,0.85616,0,4285,0,1
1,0,1,2,200,0.83634,0.85616,0,4285,1,1
2,0,1,4,200,0.063855,0.086188,0,76,0,1
2,0,1,4,200,0.063855,0.086188,0,76,1,1
3,0,1,6,200,0.83598,0.85573,0,7741,0,1
3,0,1,6,200,0.83598,0.85573,0,7741,1,1
1,0,0,8,200,0.83634,0.019819,0,121,0,1
1,0,0,8,200,0.83634,0.019819,0,121,1,1
2,0,0,10,200,0.063855,0.022332,0,2,0,1
2,0,0,10,200,0.063855,0.022332,0,2,1,1
4,0,1,12,200,0.063824,0.086157,0,12172,0,1
4,0,1,12,200,0.063824,0.086157,0,12172,1,1
5,0,1,14,200,0.1187,0.28292,0,6617,0,1
5,0,1,14,200,0.1187,0.28292,0,6617,1,1
3,0,0,16,200,0.83598,0.019754,0,12217,0,1
3,0,0,16,200,0.83598,0.019754,0,12217,1,1
4,0,0,18,200,0.063824,0.022333,0,12098,0,1
4,0,0,18,200,0.063824,0.022333,0,12098,1,1
6,0,1,20,200,0.050473,0.25624,0,6798,0,1
6,0,1,20,200,0.050473,0.25624,0,6798,1,1
5,0,0,22,200,0.1187,0.16423,0,6216,0,1
5,0,0,22,200,0.1187,0.16423,0,6216,1,1
7,0,1,24,200,0.046466,0.25429,0,5453,0,1
7,0,1,24,200,0.046466,0.25429,0,5453,1,1
6,0,0,26,200,0.050473,0.20577,0,5458,0,1
6,0,0,26,200,0.050473,0.20577,0,5458,1,1
0,0,0,28,200,1.2629,0.00038485,0,6045,0,1
0,0,0,28,200,1.2629,0.00038485,0,6045,1,1
7,0,0,30,200,0.046466,0.20782,0,6802,0,1
7,0,0,30,200,0.046466,0.20782,0,6802,1,1
