"BranchNodeID","ClusterID","CriticalType","NodeId","PercentMatchNode","Persistence","Scalar","TreeID","VertexId","isDummyNode","isImportantPair"
0,0,3,0,200,1.2631,1.2635,0,8145,0,1
1,0,1,2,200,0.83608,0.85588,0,4285,0,1
1,0,1,2,200,0.83608,0.85588,0,4285,1,1
2,0,1,4,200,0.064837,0.087204,0,76,0,1
2,0,1,4,200,0.064837,0.087204,0,76,1,1
3,0,1,6,200,0.83551,0.85523,0,7741,0,1
3,0,1,6,200,0.83551,0.85523,0,7741,1,1
1,0,0,8,200,0.83608,0.019802,0,121,0,1
1,0,0,8,200,0.83608,0.019802,0,121,1,1
2,0,0,10,200,0.064837,0.022367,0,2,0,1
2,0,0,10,200,0.064837,0.022367,0,2,1,1
4,0,1,12,200,0.064807,0.087175,0,12172,0,1
4,0,1,12,200,0.064807,0.087175,0,12172,1,1
5,0,1,14,200,0.11827,0.27922,0,6617,0,1
5,0,1,14,200,0.11827,0.27922,0,6617,1,1
3,0,0,16,200,0.83551,0.019723,0,12217,0,1
3,0,0,16,200,0.83551,0.019723,0,12217,1,1
4,0,0,18,200,0.064807,0.022367,0,12098,0,1
4,0,0,18,200,0.064807,0.022367,0,12098,1,1
6,0,1,20,200,0.048533,0.25438,0,6798,0,1
6,0,1,20,200,0.048533,0.25438,0,6798,1,1
5,0,0,22,200,0.11827,0.16095,0,6216,0,1
5,0,0,22,200,0.11827,0.16095,0,6216,1,1
7,0,1,24,200,0.043748,0.25207,0,5453,0,1
7,0,1,24,200,0.043748,0.25207,0,5453,1,1
6,0,0,26,200,0.048533,0.20584,0,5458,0,1
6,0,0,26,200,0.048533,0.20584,0,5458,1,1
0,0,0,28,200,1.2631,0.00037443,0,6045,0,1
0,0,0,28,200,1.2631,0.00037443,0,6045,1,1
7,0,0,30,200,0.043748,0.20832,0,6802,0,1
7,0,0,30,200,0.043748,0.20832,0,6802,1,1
