"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,6.5555e-05,0,200,2,1.3878,11,11
3,6.5555e-05,1,200,3,1.3878,0,0
3,2.6044e-05,2,200,2,0.1252,13,13
3,2.6044e-05,3,200,1,0.1252,5,5
3,2.6493e-05,4,200,2,0.85582,19,19
3,2.6493e-05,5,200,1,0.85582,1,1
3,0.0010004,6,200,2,0.11939,9,9
3,0.0010004,7,200,1,0.11939,3,3
3,0.00020723,8,200,2,0.050894,21,21
3,0.00020723,9,200,1,0.050894,15,15
3,0.00013309,10,200,2,0.053632,17,17
3,0.00013309,11,200,1,0.053632,7,7
