"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,8.362e-05,0,200,2,1.3888,11,11
3,8.362e-05,1,200,3,1.3888,0,0
3,3.3221e-05,2,200,2,0.1261,13,13
3,3.3221e-05,3,200,1,0.1261,5,5
3,3.3794e-05,4,200,2,0.85557,19,19
3,3.3794e-05,5,200,1,0.85557,1,1
3,0.0012761,6,200,2,0.11912,9,9
3,0.0012761,7,200,1,0.11912,3,3
3,0.00026434,8,200,2,0.049176,21,21
3,0.00026434,9,200,1,0.049176,15,15
3,0.00016977,10,200,2,0.052407,17,17
3,0.00016977,11,200,1,0.052407,7,7
