"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,2.36e-05,0,200,2,1.3859,11,11
3,2.36e-05,1,200,3,1.3859,0,0
3,9.3756e-06,2,200,2,0.12361,13,13
3,9.3756e-06,3,200,1,0.12361,5,5
3,9.5374e-06,4,200,2,0.85629,19,19
3,9.5374e-06,5,200,1,0.85629,1,1
3,0.00036016,6,200,2,0.11987,9,9
3,0.00036016,7,200,1,0.11987,3,3
3,7.4604e-05,8,200,2,0.053969,21,21
3,7.4604e-05,9,200,1,0.053969,15,15
3,4.7914e-05,10,200,2,0.055827,17,17
3,4.7914e-05,11,200,1,0.055827,7,7
