"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,2.5487e-05,0,200,2,1.386,11,11
3,2.5487e-05,1,200,3,1.386,0,0
3,1.0126e-05,2,200,2,0.1237,13,13
3,1.0126e-05,3,200,1,0.1237,5,5
3,1.03e-05,4,200,2,0.85626,19,19
3,1.03e-05,5,200,1,0.85626,1,1
3,0.00038896,6,200,2,0.11985,9,9
3,0.00038896,7,200,1,0.11985,3,3
3,8.057e-05,8,200,2,0.053788,21,21
3,8.057e-05,9,200,1,0.053788,15,15
3,5.1746e-05,10,200,2,0.055698,17,17
3,5.1746e-05,11,200,1,0.055698,7,7
