"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,9.3294e-06,0,200,2,1.263,19,19
3,9.3294e-06,1,200,3,1.263,0,0
3,5.2448e-05,2,200,2,0.12128,13,13
3,5.2448e-05,3,200,1,0.12128,7,7
3,5.3039e-06,4,200,2,0.83452,9,5
3,5.3039e-06,5,200,1,0.83452,3,1
3,4.7768e-05,6,200,2,0.02734,21,21
3,4.7768e-05,7,200,1,0.02734,15,15
3,2.799e-05,8,200,2,0.029184,17,17
3,2.799e-05,9,200,1,0.029184,11,11
3,6.8277e-06,10,200,2,0.83436,5,9
3,6.8277e-06,11,200,1,0.83436,1,3
