"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,2.2898e-05,0,200,2,1.2618,19,19
3,2.2898e-05,1,200,3,1.2618,0,0
3,0.00012873,2,200,2,0.122,13,13
3,0.00012873,3,200,1,0.122,7,7
3,1.3018e-05,4,200,2,0.8344,5,9
3,1.3018e-05,5,200,1,0.8344,1,3
3,0.00011725,6,200,2,0.028852,21,21
3,0.00011725,7,200,1,0.028852,15,15
3,6.87e-05,8,200,2,0.031101,17,17
3,6.87e-05,9,200,1,0.031101,11,11
3,1.6758e-05,10,200,2,0.83442,9,5
3,1.6758e-05,11,200,1,0.83442,3,1
