"Cell Type","Cost","MatchingID","MatchingPercentMatch","MatchingType","MeanMatchedPersistence","tree1NodeId","tree2NodeId"
3,2.4383e-05,0,200,2,1.2621,19,19
3,2.4383e-05,1,200,3,1.2621,0,0
3,0.00013708,2,200,2,0.12186,13,13
3,0.00013708,3,200,1,0.12186,7,7
3,1.3862e-05,4,200,2,0.83442,9,5
3,1.3862e-05,5,200,1,0.83442,3,1
3,0.00012485,6,200,2,0.028555,21,21
3,0.00012485,7,200,1,0.028555,15,15
3,7.3153e-05,8,200,2,0.030725,17,17
3,7.3153e-05,9,200,1,0.030725,11,11
3,1.7845e-05,10,200,2,0.8344,5,9
3,1.7845e-05,11,200,1,0.8344,1,3
